mapping_row_id,paper_id,check_id,claim_id,claim_ids,supporting_claim_ids,target_ids,item_type,scientific_role,source_ref,scientific_object,disposition,disposition_source,reason_codes,next_action,direct_cause_categories,root_cause_categories,code_fault_statuses,fidelity_status,fidelity_score,fidelity_min_score,fidelity_target_scores,fidelity_missing_target_ids
MAP-0559,1608.02589,S2-RAW-J010-L16,CLM_S2_RAW_J010_L16,CLM_S2_COLL_J005_L16 | CLM_S2_COLL_J005_L18 | CLM_S2_COLL_J010_L16 | CLM_S2_COLL_J010_L18 | CLM_S2_RAW_J005_L16 | CLM_S2_RAW_J005_L18 | CLM_S2_RAW_J010_L16 | CLM_S2_RAW_J010_L18,CLM_S2_COLL_J005_L16 | CLM_S2_COLL_J005_L18 | CLM_S2_COLL_J010_L16 | CLM_S2_COLL_J010_L18 | CLM_S2_RAW_J005_L16 | CLM_S2_RAW_J005_L18 | CLM_S2_RAW_J010_L18,T011,figure_series,theory_numerical,"Supplement Fig. S2, PDF p. 8, row Jz=0.1, raw column, L=16","Endpoint mutual information versus pulse error at Jz=0.1, L=16",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0561,1608.02589,S2-RAW-J010-L18,CLM_S2_RAW_J010_L18,CLM_S2_COLL_J005_L16 | CLM_S2_COLL_J005_L18 | CLM_S2_COLL_J010_L16 | CLM_S2_COLL_J010_L18 | CLM_S2_RAW_J005_L16 | CLM_S2_RAW_J005_L18 | CLM_S2_RAW_J010_L16 | CLM_S2_RAW_J010_L18,CLM_S2_COLL_J005_L16 | CLM_S2_COLL_J005_L18 | CLM_S2_COLL_J010_L16 | CLM_S2_COLL_J010_L18 | CLM_S2_RAW_J005_L16 | CLM_S2_RAW_J005_L18 | CLM_S2_RAW_J010_L16,T011,figure_series,theory_numerical,"Supplement Fig. S2, PDF p. 8, row Jz=0.1, raw column, L=18","Endpoint mutual information versus pulse error at Jz=0.1, L=18",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0563,1608.02589,S2-RAW-J015-L08,CLM003,CLM003,,T003,figure_series,theory_numerical,"Supplement Fig. S2, PDF p. 8, row Jz=0.15, raw column, L=8","Endpoint mutual information versus pulse error at Jz=0.15, L=8",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0565,1608.02589,S2-RAW-J015-L10,CLM003,CLM003,,T003,figure_series,theory_numerical,"Supplement Fig. S2, PDF p. 8, row Jz=0.15, raw column, L=10","Endpoint mutual information versus pulse error at Jz=0.15, L=10",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0567,1608.02589,S2-RAW-J015-L12,CLM003,CLM003,,T003,figure_series,theory_numerical,"Supplement Fig. S2, PDF p. 8, row Jz=0.15, raw column, L=12","Endpoint mutual information versus pulse error at Jz=0.15, L=12",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0569,1608.02589,S2-RAW-J015-L14,CLM_S2_RAW_J015_L14,CLM_S2_COLL_J005_L14 | CLM_S2_COLL_J010_L14 | CLM_S2_COLL_J015_L14 | CLM_S2_COLL_J015_L16 | CLM_S2_COLL_J015_L18 | CLM_S2_RAW_J005_L14 | CLM_S2_RAW_J010_L14 | CLM_S2_RAW_J015_L14 | CLM_S2_RAW_J015_L16 | CLM_S2_RAW_J015_L18,CLM_S2_COLL_J005_L14 | CLM_S2_COLL_J010_L14 | CLM_S2_COLL_J015_L14 | CLM_S2_COLL_J015_L16 | CLM_S2_COLL_J015_L18 | CLM_S2_RAW_J005_L14 | CLM_S2_RAW_J010_L14 | CLM_S2_RAW_J015_L16 | CLM_S2_RAW_J015_L18,T010,figure_series,theory_numerical,"Supplement Fig. S2, PDF p. 8, row Jz=0.15, raw column, L=14","Endpoint mutual information versus pulse error at Jz=0.15, L=14",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0571,1608.02589,S2-RAW-J015-L16,CLM_S2_RAW_J015_L16,CLM_S2_COLL_J005_L14 | CLM_S2_COLL_J010_L14 | CLM_S2_COLL_J015_L14 | CLM_S2_COLL_J015_L16 | CLM_S2_COLL_J015_L18 | CLM_S2_RAW_J005_L14 | CLM_S2_RAW_J010_L14 | CLM_S2_RAW_J015_L14 | CLM_S2_RAW_J015_L16 | CLM_S2_RAW_J015_L18,CLM_S2_COLL_J005_L14 | CLM_S2_COLL_J010_L14 | CLM_S2_COLL_J015_L14 | CLM_S2_COLL_J015_L16 | CLM_S2_COLL_J015_L18 | CLM_S2_RAW_J005_L14 | CLM_S2_RAW_J010_L14 | CLM_S2_RAW_J015_L14 | CLM_S2_RAW_J015_L18,T010,figure_series,theory_numerical,"Supplement Fig. S2, PDF p. 8, row Jz=0.15, raw column, L=16","Endpoint mutual information versus pulse error at Jz=0.15, L=16",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0573,1608.02589,S2-RAW-J015-L18,CLM_S2_RAW_J015_L18,CLM_S2_COLL_J005_L14 | CLM_S2_COLL_J010_L14 | CLM_S2_COLL_J015_L14 | CLM_S2_COLL_J015_L16 | CLM_S2_COLL_J015_L18 | CLM_S2_RAW_J005_L14 | CLM_S2_RAW_J010_L14 | CLM_S2_RAW_J015_L14 | CLM_S2_RAW_J015_L16 | CLM_S2_RAW_J015_L18,CLM_S2_COLL_J005_L14 | CLM_S2_COLL_J010_L14 | CLM_S2_COLL_J015_L14 | CLM_S2_COLL_J015_L16 | CLM_S2_COLL_J015_L18 | CLM_S2_RAW_J005_L14 | CLM_S2_RAW_J010_L14 | CLM_S2_RAW_J015_L14 | CLM_S2_RAW_J015_L16,T010,figure_series,theory_numerical,"Supplement Fig. S2, PDF p. 8, row Jz=0.15, raw column, L=18","Endpoint mutual information versus pulse error at Jz=0.15, L=18",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0599,1608.02589,S3-LR-DISORDER,CLM_S3_LR_DISORDER,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,T013,figure_series,theory_numerical,"Supplement Fig. S3, PDF p. 9, power-law 1/r^1.5 row, hz=maximal disorder","Long-range L=10, 1000-period Fourier spectrum for hz=maximal disorder",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0595,1608.02589,S3-LR-HZ000,CLM_S3_LR_HZ000,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,T013,figure_series,theory_numerical,"Supplement Fig. S3, PDF p. 9, power-law 1/r^1.5 row, hz=0.0","Long-range L=10, 1000-period Fourier spectrum for hz=0.0",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0596,1608.02589,S3-LR-HZ010,CLM_S3_LR_HZ010,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,T013,figure_series,theory_numerical,"Supplement Fig. S3, PDF p. 9, power-law 1/r^1.5 row, hz=0.1","Long-range L=10, 1000-period Fourier spectrum for hz=0.1",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0597,1608.02589,S3-LR-HZ290,CLM_S3_LR_HZ290,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,T013,figure_series,theory_numerical,"Supplement Fig. S3, PDF p. 9, power-law 1/r^1.5 row, hz=2.9","Long-range L=10, 1000-period Fourier spectrum for hz=2.9",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0598,1608.02589,S3-LR-HZ610,CLM_S3_LR_HZ610,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,T013,figure_series,theory_numerical,"Supplement Fig. S3, PDF p. 9, power-law 1/r^1.5 row, hz=6.1","Long-range L=10, 1000-period Fourier spectrum for hz=6.1",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0594,1608.02589,S3-NN-DISORDER,CLM_S3_NN_DISORDER,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,T013,figure_series,theory_numerical,"Supplement Fig. S3, PDF p. 9, nearest-neighbor row, hz=maximal disorder","Nearest-neighbor L=10, 1000-period Fourier spectrum for hz=maximal disorder",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0590,1608.02589,S3-NN-HZ000,CLM_S3_NN_HZ000,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,T013,figure_series,theory_numerical,"Supplement Fig. S3, PDF p. 9, nearest-neighbor row, hz=0.0","Nearest-neighbor L=10, 1000-period Fourier spectrum for hz=0.0",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0591,1608.02589,S3-NN-HZ010,CLM_S3_NN_HZ010,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,T013,figure_series,theory_numerical,"Supplement Fig. S3, PDF p. 9, nearest-neighbor row, hz=0.1","Nearest-neighbor L=10, 1000-period Fourier spectrum for hz=0.1",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0592,1608.02589,S3-NN-HZ270,CLM_S3_NN_HZ270,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ610,T013,figure_series,theory_numerical,"Supplement Fig. S3, PDF p. 9, nearest-neighbor row, hz=2.7","Nearest-neighbor L=10, 1000-period Fourier spectrum for hz=2.7",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0593,1608.02589,S3-NN-HZ610,CLM_S3_NN_HZ610,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270 | CLM_S3_NN_HZ610,CLM_S3_LR_DISORDER | CLM_S3_LR_HZ000 | CLM_S3_LR_HZ010 | CLM_S3_LR_HZ290 | CLM_S3_LR_HZ610 | CLM_S3_NN_DISORDER | CLM_S3_NN_HZ000 | CLM_S3_NN_HZ010 | CLM_S3_NN_HZ270,T013,figure_series,theory_numerical,"Supplement Fig. S3, PDF p. 9, nearest-neighbor row, hz=6.1","Nearest-neighbor L=10, 1000-period Fourier spectrum for hz=6.1",externally_blocked,item_authoritative_state,at_least_one_required_target_externally_blocked,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0600,1608.02589,SUP-F3A-RAW-J005-L08,CLM003,CLM003,,T003,figure_series,theory_numerical,"Main Fig. 3(a), PDF p. 2, Jz=0.05 raw display, L=8","Repeated display of endpoint mutual information at Jz=0.05, L=8",externally_blocked,target_projection,external_root_cause_compute_capacity_shortfall,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0601,1608.02589,SUP-F3A-RAW-J005-L10,CLM003,CLM003,,T003,figure_series,theory_numerical,"Main Fig. 3(a), PDF p. 2, Jz=0.05 raw display, L=10","Repeated display of endpoint mutual information at Jz=0.05, L=10",externally_blocked,target_projection,external_root_cause_compute_capacity_shortfall,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0602,1608.02589,SUP-F3A-RAW-J005-L12,CLM003,CLM003,,T003,figure_series,theory_numerical,"Main Fig. 3(a), PDF p. 2, Jz=0.05 raw display, L=12","Repeated display of endpoint mutual information at Jz=0.05, L=12",externally_blocked,target_projection,external_root_cause_compute_capacity_shortfall,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0603,1608.02589,SUP-F3A-RAW-J005-L14,CLM_S2_RAW_J005_L14,CLM_S2_COLL_J005_L14 | CLM_S2_COLL_J010_L14 | CLM_S2_COLL_J015_L14 | CLM_S2_COLL_J015_L16 | CLM_S2_COLL_J015_L18 | CLM_S2_RAW_J005_L14 | CLM_S2_RAW_J010_L14 | CLM_S2_RAW_J015_L14 | CLM_S2_RAW_J015_L16 | CLM_S2_RAW_J015_L18,CLM_S2_COLL_J005_L14 | CLM_S2_COLL_J010_L14 | CLM_S2_COLL_J015_L14 | CLM_S2_COLL_J015_L16 | CLM_S2_COLL_J015_L18 | CLM_S2_RAW_J010_L14 | CLM_S2_RAW_J015_L14 | CLM_S2_RAW_J015_L16 | CLM_S2_RAW_J015_L18,T010,figure_series,theory_numerical,"Main Fig. 3(a), PDF p. 2, Jz=0.05 raw display, L=14","Repeated display of endpoint mutual information at Jz=0.05, L=14",externally_blocked,target_projection,external_root_cause_compute_capacity_shortfall,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0604,1608.02589,SUP-F3A-RAW-J015-L08,CLM003,CLM003,,T003,figure_series,theory_numerical,"Main Fig. 3(a), PDF p. 2, Jz=0.15 raw display, L=8","Repeated display of endpoint mutual information at Jz=0.15, L=8",externally_blocked,target_projection,external_root_cause_compute_capacity_shortfall,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0605,1608.02589,SUP-F3A-RAW-J015-L10,CLM003,CLM003,,T003,figure_series,theory_numerical,"Main Fig. 3(a), PDF p. 2, Jz=0.15 raw display, L=10","Repeated display of endpoint mutual information at Jz=0.15, L=10",externally_blocked,target_projection,external_root_cause_compute_capacity_shortfall,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0606,1608.02589,SUP-F3A-RAW-J015-L12,CLM003,CLM003,,T003,figure_series,theory_numerical,"Main Fig. 3(a), PDF p. 2, Jz=0.15 raw display, L=12","Repeated display of endpoint mutual information at Jz=0.15, L=12",externally_blocked,target_projection,external_root_cause_compute_capacity_shortfall,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0607,1608.02589,SUP-F3A-RAW-J015-L14,CLM_S2_RAW_J015_L14,CLM_S2_COLL_J005_L14 | CLM_S2_COLL_J010_L14 | CLM_S2_COLL_J015_L14 | CLM_S2_COLL_J015_L16 | CLM_S2_COLL_J015_L18 | CLM_S2_RAW_J005_L14 | CLM_S2_RAW_J010_L14 | CLM_S2_RAW_J015_L14 | CLM_S2_RAW_J015_L16 | CLM_S2_RAW_J015_L18,CLM_S2_COLL_J005_L14 | CLM_S2_COLL_J010_L14 | CLM_S2_COLL_J015_L14 | CLM_S2_COLL_J015_L16 | CLM_S2_COLL_J015_L18 | CLM_S2_RAW_J005_L14 | CLM_S2_RAW_J010_L14 | CLM_S2_RAW_J015_L16 | CLM_S2_RAW_J015_L18,T010,figure_series,theory_numerical,"Main Fig. 3(a), PDF p. 2, Jz=0.15 raw display, L=14","Repeated display of endpoint mutual information at Jz=0.15, L=14",externally_blocked,target_projection,external_root_cause_compute_capacity_shortfall,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0608,1608.02589,SUP-F3A-RAW-J015-L16,CLM_S2_RAW_J015_L16,CLM_S2_COLL_J005_L14 | CLM_S2_COLL_J010_L14 | CLM_S2_COLL_J015_L14 | CLM_S2_COLL_J015_L16 | CLM_S2_COLL_J015_L18 | CLM_S2_RAW_J005_L14 | CLM_S2_RAW_J010_L14 | CLM_S2_RAW_J015_L14 | CLM_S2_RAW_J015_L16 | CLM_S2_RAW_J015_L18,CLM_S2_COLL_J005_L14 | CLM_S2_COLL_J010_L14 | CLM_S2_COLL_J015_L14 | CLM_S2_COLL_J015_L16 | CLM_S2_COLL_J015_L18 | CLM_S2_RAW_J005_L14 | CLM_S2_RAW_J010_L14 | CLM_S2_RAW_J015_L14 | CLM_S2_RAW_J015_L18,T010,figure_series,theory_numerical,"Main Fig. 3(a), PDF p. 2, Jz=0.15 raw display, L=16","Repeated display of endpoint mutual information at Jz=0.15, L=16",externally_blocked,target_projection,external_root_cause_compute_capacity_shortfall,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0609,1608.02589,SUP-F3A-RAW-J015-L18,CLM_S2_RAW_J015_L18,CLM_S2_COLL_J005_L14 | CLM_S2_COLL_J010_L14 | CLM_S2_COLL_J015_L14 | CLM_S2_COLL_J015_L16 | CLM_S2_COLL_J015_L18 | CLM_S2_RAW_J005_L14 | CLM_S2_RAW_J010_L14 | CLM_S2_RAW_J015_L14 | CLM_S2_RAW_J015_L16 | CLM_S2_RAW_J015_L18,CLM_S2_COLL_J005_L14 | CLM_S2_COLL_J010_L14 | CLM_S2_COLL_J015_L14 | CLM_S2_COLL_J015_L16 | CLM_S2_COLL_J015_L18 | CLM_S2_RAW_J005_L14 | CLM_S2_RAW_J010_L14 | CLM_S2_RAW_J015_L14 | CLM_S2_RAW_J015_L16,T010,figure_series,theory_numerical,"Main Fig. 3(a), PDF p. 2, Jz=0.15 raw display, L=18","Repeated display of endpoint mutual information at Jz=0.15, L=18",externally_blocked,target_projection,external_root_cause_compute_capacity_shortfall,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0610,1608.02589,SUP-F3B-COLL-J005-L08,CLM003,CLM003,,T003,figure_series,theory_numerical,"Main Fig. 3(b), PDF p. 2, linear collapse, Jz=0.05, L=8","Repeated linear-collapse display at Jz=0.05, L=8",externally_blocked,target_projection,external_root_cause_compute_capacity_shortfall,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0611,1608.02589,SUP-F3B-COLL-J005-L10,CLM003,CLM003,,T003,figure_series,theory_numerical,"Main Fig. 3(b), PDF p. 2, linear collapse, Jz=0.05, L=10","Repeated linear-collapse display at Jz=0.05, L=10",externally_blocked,target_projection,external_root_cause_compute_capacity_shortfall,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0612,1608.02589,SUP-F3B-COLL-J005-L12,CLM003,CLM003,,T003,figure_series,theory_numerical,"Main Fig. 3(b), PDF p. 2, linear collapse, Jz=0.05, L=12","Repeated linear-collapse display at Jz=0.05, L=12",externally_blocked,target_projection,external_root_cause_compute_capacity_shortfall,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0613,1608.02589,SUP-F3B-COLL-J005-L14,CLM_S2_COLL_J005_L14,CLM_S2_COLL_J005_L14 | CLM_S2_COLL_J010_L14 | CLM_S2_COLL_J015_L14 | CLM_S2_COLL_J015_L16 | CLM_S2_COLL_J015_L18 | CLM_S2_RAW_J005_L14 | CLM_S2_RAW_J010_L14 | CLM_S2_RAW_J015_L14 | CLM_S2_RAW_J015_L16 | CLM_S2_RAW_J015_L18,CLM_S2_COLL_J010_L14 | CLM_S2_COLL_J015_L14 | CLM_S2_COLL_J015_L16 | CLM_S2_COLL_J015_L18 | CLM_S2_RAW_J005_L14 | CLM_S2_RAW_J010_L14 | CLM_S2_RAW_J015_L14 | CLM_S2_RAW_J015_L16 | CLM_S2_RAW_J015_L18,T010,figure_series,theory_numerical,"Main Fig. 3(b), PDF p. 2, linear collapse, Jz=0.05, L=14","Repeated linear-collapse display at Jz=0.05, L=14",externally_blocked,target_projection,external_root_cause_compute_capacity_shortfall,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0624,1608.02589,SUP-F3B-LOG-J005-L08,CLM003,CLM003,,T003,figure_series,theory_numerical,"Main Fig. 3(b) inset, PDF p. 2, semi-log view, Jz=0.05, L=8","Alternate semi-log rendering of the canonical collapse series at Jz=0.05, L=8",externally_blocked,target_projection,external_root_cause_compute_capacity_shortfall,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0625,1608.02589,SUP-F3B-LOG-J005-L10,CLM003,CLM003,,T003,figure_series,theory_numerical,"Main Fig. 3(b) inset, PDF p. 2, semi-log view, Jz=0.05, L=10","Alternate semi-log rendering of the canonical collapse series at Jz=0.05, L=10",externally_blocked,target_projection,external_root_cause_compute_capacity_shortfall,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
MAP-0626,1608.02589,SUP-F3B-LOG-J005-L12,CLM003,CLM003,,T003,figure_series,theory_numerical,"Main Fig. 3(b) inset, PDF p. 2, semi-log view, Jz=0.05, L=12","Alternate semi-log rendering of the canonical collapse series at Jz=0.05, L=12",externally_blocked,target_projection,external_root_cause_compute_capacity_shortfall,none,paper_scale_execution_not_run,compute_capacity_shortfall,not_found_after_checks,not_applicable_nonreproduced,,,{},
