paper_id,title,target_id,reproduced_checks_missing_fidelity,pixel_status,next_action,recommended_resource
2401.05830,Inverse Mpemba Effect Demonstrated on a Single Trapped Ion Qubit,T001,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2401.05830,Inverse Mpemba Effect Demonstrated on a Single Trapped Ion Qubit,T002,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2401.05830,Inverse Mpemba Effect Demonstrated on a Single Trapped Ion Qubit,T003,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2401.05830,Inverse Mpemba Effect Demonstrated on a Single Trapped Ion Qubit,T004,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2401.05830,Inverse Mpemba Effect Demonstrated on a Single Trapped Ion Qubit,T005,7,missing,build_render_contract_and_pixel_evidence,local_render_only
2401.05830,Inverse Mpemba Effect Demonstrated on a Single Trapped Ion Qubit,T006,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2401.05830,Inverse Mpemba Effect Demonstrated on a Single Trapped Ion Qubit,T007,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2401.05830,Inverse Mpemba Effect Demonstrated on a Single Trapped Ion Qubit,T008,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2401.05830,Inverse Mpemba Effect Demonstrated on a Single Trapped Ion Qubit,T009,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2401.05830,Inverse Mpemba Effect Demonstrated on a Single Trapped Ion Qubit,T010,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2402.14814,Realization of a Laughlin State of Two Rapidly Rotating Fermions,T001,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2402.14814,Realization of a Laughlin State of Two Rapidly Rotating Fermions,T002,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2402.14814,Realization of a Laughlin State of Two Rapidly Rotating Fermions,T003,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2402.14814,Realization of a Laughlin State of Two Rapidly Rotating Fermions,T004,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2402.14814,Realization of a Laughlin State of Two Rapidly Rotating Fermions,T005,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2402.14814,Realization of a Laughlin State of Two Rapidly Rotating Fermions,T006,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2402.14814,Realization of a Laughlin State of Two Rapidly Rotating Fermions,T007,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2402.14814,Realization of a Laughlin State of Two Rapidly Rotating Fermions,T008,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2402.14814,Realization of a Laughlin State of Two Rapidly Rotating Fermions,T015,6,missing,build_render_contract_and_pixel_evidence,local_render_only
2402.14814,Realization of a Laughlin State of Two Rapidly Rotating Fermions,T016,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2404.08378,On-Chip Quantum Interference between Independent Lithium Niobate-on-Insulator Photon-Pair Sources,T002,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2404.08378,On-Chip Quantum Interference between Independent Lithium Niobate-on-Insulator Photon-Pair Sources,T003,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2404.08378,On-Chip Quantum Interference between Independent Lithium Niobate-on-Insulator Photon-Pair Sources,T004,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2404.08378,On-Chip Quantum Interference between Independent Lithium Niobate-on-Insulator Photon-Pair Sources,T005,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2404.08378,On-Chip Quantum Interference between Independent Lithium Niobate-on-Insulator Photon-Pair Sources,T006,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2404.08378,On-Chip Quantum Interference between Independent Lithium Niobate-on-Insulator Photon-Pair Sources,T007,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2404.08378,On-Chip Quantum Interference between Independent Lithium Niobate-on-Insulator Photon-Pair Sources,T008,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2404.08378,On-Chip Quantum Interference between Independent Lithium Niobate-on-Insulator Photon-Pair Sources,T010,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2404.08378,On-Chip Quantum Interference between Independent Lithium Niobate-on-Insulator Photon-Pair Sources,T011,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2404.08378,On-Chip Quantum Interference between Independent Lithium Niobate-on-Insulator Photon-Pair Sources,T012,5,missing,build_render_contract_and_pixel_evidence,local_render_only
2404.08378,On-Chip Quantum Interference between Independent Lithium Niobate-on-Insulator Photon-Pair Sources,T013,5,missing,build_render_contract_and_pixel_evidence,local_render_only
2404.08378,On-Chip Quantum Interference between Independent Lithium Niobate-on-Insulator Photon-Pair Sources,T015,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2404.08378,On-Chip Quantum Interference between Independent Lithium Niobate-on-Insulator Photon-Pair Sources,T017,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2404.08378,On-Chip Quantum Interference between Independent Lithium Niobate-on-Insulator Photon-Pair Sources,T020,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2404.08378,On-Chip Quantum Interference between Independent Lithium Niobate-on-Insulator Photon-Pair Sources,T021,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2406.13410,Exploring Atom-Ion Feshbach Resonances below the s-Wave Limit,T001,2,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
2406.13410,Exploring Atom-Ion Feshbach Resonances below the s-Wave Limit,T002,2,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
2406.13410,Exploring Atom-Ion Feshbach Resonances below the s-Wave Limit,T006,2,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
2406.13410,Exploring Atom-Ion Feshbach Resonances below the s-Wave Limit,T015,1,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
2406.13410,Exploring Atom-Ion Feshbach Resonances below the s-Wave Limit,T017,6,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
2407.01296,Geometry-adaptive formulation of non-Bloch bands in arbitrary dimensions and spectral instability,T004,10,missing,build_render_contract_and_pixel_evidence,local_render_only
2407.01296,Geometry-adaptive formulation of non-Bloch bands in arbitrary dimensions and spectral instability,T005,5,missing,build_render_contract_and_pixel_evidence,local_render_only
2407.01296,Geometry-adaptive formulation of non-Bloch bands in arbitrary dimensions and spectral instability,T006,7,missing,build_render_contract_and_pixel_evidence,local_render_only
2407.01296,Geometry-adaptive formulation of non-Bloch bands in arbitrary dimensions and spectral instability,T007,9,missing,build_render_contract_and_pixel_evidence,local_render_only
2407.01296,Geometry-adaptive formulation of non-Bloch bands in arbitrary dimensions and spectral instability,T008,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2409.18176,Tuning Transport in Solid-State Bose-Fermi Mixtures by Feshbach Resonances,T003,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2409.18176,Tuning Transport in Solid-State Bose-Fermi Mixtures by Feshbach Resonances,T004,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2409.18176,Tuning Transport in Solid-State Bose-Fermi Mixtures by Feshbach Resonances,T007,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2409.18176,Tuning Transport in Solid-State Bose-Fermi Mixtures by Feshbach Resonances,T010,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2412.14271,Dissipative Phase Transition in the Two-Photon Dicke Model,T001,7,missing,build_render_contract_and_pixel_evidence,local_render_only
2412.14271,Dissipative Phase Transition in the Two-Photon Dicke Model,T004,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2412.14271,Dissipative Phase Transition in the Two-Photon Dicke Model,T008,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2502.20558,Leveraging Qubit Loss Detection in Fault-Tolerant Quantum Algorithms,T002,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2502.20558,Leveraging Qubit Loss Detection in Fault-Tolerant Quantum Algorithms,T003,8,missing,build_render_contract_and_pixel_evidence,local_render_only
2502.20558,Leveraging Qubit Loss Detection in Fault-Tolerant Quantum Algorithms,T004,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2502.20558,Leveraging Qubit Loss Detection in Fault-Tolerant Quantum Algorithms,T005,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2502.20558,Leveraging Qubit Loss Detection in Fault-Tolerant Quantum Algorithms,T006,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2502.20558,Leveraging Qubit Loss Detection in Fault-Tolerant Quantum Algorithms,T021,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2502.20558,Leveraging Qubit Loss Detection in Fault-Tolerant Quantum Algorithms,T022,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2502.20558,Leveraging Qubit Loss Detection in Fault-Tolerant Quantum Algorithms,T023,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2502.20558,Leveraging Qubit Loss Detection in Fault-Tolerant Quantum Algorithms,T024,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2502.20558,Leveraging Qubit Loss Detection in Fault-Tolerant Quantum Algorithms,T025,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2502.20558,Leveraging Qubit Loss Detection in Fault-Tolerant Quantum Algorithms,T026,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2502.20558,Leveraging Qubit Loss Detection in Fault-Tolerant Quantum Algorithms,T027,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2502.20558,Leveraging Qubit Loss Detection in Fault-Tolerant Quantum Algorithms,T029,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2504.08598,Graph coloring via quantum optimization on a Rydberg-qudit atom array,T001,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2504.08598,Graph coloring via quantum optimization on a Rydberg-qudit atom array,T002,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2506.06669,Remote entanglement generation via enhanced quantum state transfer,C001,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2506.06669,Remote entanglement generation via enhanced quantum state transfer,T002,9,needs_repair,build_render_contract_and_pixel_evidence,local_render_only
2506.06669,Remote entanglement generation via enhanced quantum state transfer,T009,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2506.06669,Remote entanglement generation via enhanced quantum state transfer,T010,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2510.12880,Exact Fractionalized Ground States in an Extended Spin-1 Kitaev Chain,T002,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2510.26761,Sufficient Wigner Negativity Implies Genuine Multipartite Entanglement,T002,7,missing,build_render_contract_and_pixel_evidence,local_render_only
2510.26761,Sufficient Wigner Negativity Implies Genuine Multipartite Entanglement,T003,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2510.26761,Sufficient Wigner Negativity Implies Genuine Multipartite Entanglement,T005,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2511.11394,Relaxation toward an Ideal Chern Band through Coupling to a Markovian Bath,T001,5,missing,build_render_contract_and_pixel_evidence,local_render_only
2511.11394,Relaxation toward an Ideal Chern Band through Coupling to a Markovian Bath,T002,6,missing,build_render_contract_and_pixel_evidence,local_render_only
2511.11394,Relaxation toward an Ideal Chern Band through Coupling to a Markovian Bath,T003,6,missing,build_render_contract_and_pixel_evidence,local_render_only
2511.11394,Relaxation toward an Ideal Chern Band through Coupling to a Markovian Bath,T004,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2602.12212,Quantum-Coherent Thermodynamics: Leaf Typicality via Minimum-Variance Foliation,T001,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2602.12212,Quantum-Coherent Thermodynamics: Leaf Typicality via Minimum-Variance Foliation,T002,6,missing,build_render_contract_and_pixel_evidence,local_render_only
2602.12212,Quantum-Coherent Thermodynamics: Leaf Typicality via Minimum-Variance Foliation,T003,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2602.12212,Quantum-Coherent Thermodynamics: Leaf Typicality via Minimum-Variance Foliation,T004,12,missing,build_render_contract_and_pixel_evidence,local_render_only
2602.12212,Quantum-Coherent Thermodynamics: Leaf Typicality via Minimum-Variance Foliation,T005,12,missing,build_render_contract_and_pixel_evidence,local_render_only
2602.12212,Quantum-Coherent Thermodynamics: Leaf Typicality via Minimum-Variance Foliation,T006,12,missing,build_render_contract_and_pixel_evidence,local_render_only
2602.12212,Quantum-Coherent Thermodynamics: Leaf Typicality via Minimum-Variance Foliation,T007,12,missing,build_render_contract_and_pixel_evidence,local_render_only
2602.12212,Quantum-Coherent Thermodynamics: Leaf Typicality via Minimum-Variance Foliation,T008A,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2602.12212,Quantum-Coherent Thermodynamics: Leaf Typicality via Minimum-Variance Foliation,T008B,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2602.12212,Quantum-Coherent Thermodynamics: Leaf Typicality via Minimum-Variance Foliation,T009,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2605.25398,Boson Sampling as a Probe of Chaotic and Integrable Quantum Dynamics,T001,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2605.25398,Boson Sampling as a Probe of Chaotic and Integrable Quantum Dynamics,T002,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2605.25398,Boson Sampling as a Probe of Chaotic and Integrable Quantum Dynamics,T003,6,missing,build_render_contract_and_pixel_evidence,local_render_only
2605.25398,Boson Sampling as a Probe of Chaotic and Integrable Quantum Dynamics,T004,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2605.25398,Boson Sampling as a Probe of Chaotic and Integrable Quantum Dynamics,T005,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2605.25398,Boson Sampling as a Probe of Chaotic and Integrable Quantum Dynamics,T006,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2605.25398,Boson Sampling as a Probe of Chaotic and Integrable Quantum Dynamics,T007,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.00718,Enhancing Nonreciprocity through Squeezing-Induced Symmetry Breaking,T001,1,passed,build_render_contract_and_pixel_evidence,local_render_only
2607.00718,Enhancing Nonreciprocity through Squeezing-Induced Symmetry Breaking,T002A,2,passed,build_render_contract_and_pixel_evidence,local_render_only
2607.00718,Enhancing Nonreciprocity through Squeezing-Induced Symmetry Breaking,T002C,1,passed,build_render_contract_and_pixel_evidence,local_render_only
2607.00718,Enhancing Nonreciprocity through Squeezing-Induced Symmetry Breaking,T002D,1,passed,build_render_contract_and_pixel_evidence,local_render_only
2607.00718,Enhancing Nonreciprocity through Squeezing-Induced Symmetry Breaking,T003,4,passed,build_render_contract_and_pixel_evidence,local_render_only
2607.00718,Enhancing Nonreciprocity through Squeezing-Induced Symmetry Breaking,T004,2,passed,build_render_contract_and_pixel_evidence,local_render_only
2607.00718,Enhancing Nonreciprocity through Squeezing-Induced Symmetry Breaking,TS01,4,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.00718,Enhancing Nonreciprocity through Squeezing-Induced Symmetry Breaking,TS02,3,passed,build_render_contract_and_pixel_evidence,local_render_only
2607.00718,Enhancing Nonreciprocity through Squeezing-Induced Symmetry Breaking,TS03,3,passed,build_render_contract_and_pixel_evidence,local_render_only
2607.00718,Enhancing Nonreciprocity through Squeezing-Induced Symmetry Breaking,TS04,2,passed,build_render_contract_and_pixel_evidence,local_render_only
2607.08212,Möbius-Guided Diagonal-Gate Compilation with Native Multiqubit Controlled-Phase Gates on Neutral-Atom Processors,ALGEBRA_CORE,2,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.15597,Deterministic atom-shuttle interconnects via ultrafast atom-ion entangling gate,T002,3,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.15597,Deterministic atom-shuttle interconnects via ultrafast atom-ion entangling gate,T003,8,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.15597,Deterministic atom-shuttle interconnects via ultrafast atom-ion entangling gate,T004,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.15597,Deterministic atom-shuttle interconnects via ultrafast atom-ion entangling gate,T005,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.15597,Deterministic atom-shuttle interconnects via ultrafast atom-ion entangling gate,T008,8,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.15597,Deterministic atom-shuttle interconnects via ultrafast atom-ion entangling gate,T009,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.15597,Deterministic atom-shuttle interconnects via ultrafast atom-ion entangling gate,T010,10,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.15597,Deterministic atom-shuttle interconnects via ultrafast atom-ion entangling gate,T011,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.15597,Deterministic atom-shuttle interconnects via ultrafast atom-ion entangling gate,T012,9,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.15597,Deterministic atom-shuttle interconnects via ultrafast atom-ion entangling gate,T013,12,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.15597,Deterministic atom-shuttle interconnects via ultrafast atom-ion entangling gate,T014,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.15597,Deterministic atom-shuttle interconnects via ultrafast atom-ion entangling gate,T015,7,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.15597,Deterministic atom-shuttle interconnects via ultrafast atom-ion entangling gate,T019,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.15597,Deterministic atom-shuttle interconnects via ultrafast atom-ion entangling gate,T025,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.15597,Deterministic atom-shuttle interconnects via ultrafast atom-ion entangling gate,T026,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.15597,Deterministic atom-shuttle interconnects via ultrafast atom-ion entangling gate,T029,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2607.15597,Deterministic atom-shuttle interconnects via ultrafast atom-ion entangling gate,T030,1,missing,build_render_contract_and_pixel_evidence,local_render_only
2608.05312,Unidirectional Dark-to-Bright Rescue in Cavity-Coupled Quantum Transport,T010,2,missing,build_render_contract_and_pixel_evidence,local_render_only
PhysRevLett.132.113001,Precision-Spectroscopic Determination of the Binding Energy of a Two-Body Quantum System: The Hydrogen Atom and the Proton-Size Puzzle,T001,1,missing,build_render_contract_and_pixel_evidence,local_render_only
PhysRevLett.132.113001,Precision-Spectroscopic Determination of the Binding Energy of a Two-Body Quantum System: The Hydrogen Atom and the Proton-Size Puzzle,T002,1,missing,build_render_contract_and_pixel_evidence,local_render_only
PhysRevLett.132.113001,Precision-Spectroscopic Determination of the Binding Energy of a Two-Body Quantum System: The Hydrogen Atom and the Proton-Size Puzzle,T005,1,missing,build_render_contract_and_pixel_evidence,local_render_only
PhysRevLett.132.113001,Precision-Spectroscopic Determination of the Binding Energy of a Two-Body Quantum System: The Hydrogen Atom and the Proton-Size Puzzle,T006,1,missing,build_render_contract_and_pixel_evidence,local_render_only
PhysRevLett.132.113001,Precision-Spectroscopic Determination of the Binding Energy of a Two-Body Quantum System: The Hydrogen Atom and the Proton-Size Puzzle,T010,2,missing,build_render_contract_and_pixel_evidence,local_render_only
quant-ph-0211074,Entanglement in Quantum Critical Phenomena,T011,2,not_comparable,build_render_contract_and_pixel_evidence,local_render_only
