frequency_mhz,cavity_power_transfer,linewidth_mhz,generated_data_provenance,parameter_match
1.85,0.005694198309171727,0.14,formula_numerics,reconstructed_transfer_convention
1.855,0.005663716814159294,0.14,formula_numerics,reconstructed_transfer_convention
1.86,0.0056334789606806174,0.14,formula_numerics,reconstructed_transfer_convention
1.865,0.00560348216391615,0.14,formula_numerics,reconstructed_transfer_convention
1.87,0.005573723873169346,0.14,formula_numerics,reconstructed_transfer_convention
1.875,0.005544201571328558,0.14,formula_numerics,reconstructed_transfer_convention
1.8800000000000001,0.005514912774338773,0.14,formula_numerics,reconstructed_transfer_convention
1.885,0.005485855030683003,0.14,formula_numerics,reconstructed_transfer_convention
1.8900000000000001,0.005457025920873124,0.14,formula_numerics,reconstructed_transfer_convention
1.895,0.005428423056949975,0.14,formula_numerics,reconstructed_transfer_convention
1.9000000000000001,0.005400044081992506,0.14,formula_numerics,reconstructed_transfer_convention
1.905,0.005371886669635823,0.14,formula_numerics,reconstructed_transfer_convention
1.9100000000000001,0.005343948523597895,0.14,formula_numerics,reconstructed_transfer_convention
1.915,0.005316227377214813,0.14,formula_numerics,reconstructed_transfer_convention
1.92,0.005288720992984352,0.14,formula_numerics,reconstructed_transfer_convention
1.925,0.005261427162117726,0.14,formula_numerics,reconstructed_transfer_convention
1.93,0.005234343704099346,0.14,formula_numerics,reconstructed_transfer_convention
1.935,0.005207468466254408,0.14,formula_numerics,reconstructed_transfer_convention
1.94,0.005180799323324171,0.14,formula_numerics,reconstructed_transfer_convention
1.945,0.00515433417704875,0.14,formula_numerics,reconstructed_transfer_convention
1.95,0.005128070955757307,0.14,formula_numerics,reconstructed_transfer_convention
1.955,0.005102007613965445,0.14,formula_numerics,reconstructed_transfer_convention
1.96,0.005076142131979697,0.14,formula_numerics,reconstructed_transfer_convention
1.965,0.005050472515508945,0.14,formula_numerics,reconstructed_transfer_convention
1.97,0.005024996795282658,0.14,formula_numerics,reconstructed_transfer_convention
1.975,0.004999713026675766,0.14,formula_numerics,reconstructed_transfer_convention
1.98,0.004974619289340103,0.14,formula_numerics,reconstructed_transfer_convention
1.985,0.0049497136868422225,0.14,formula_numerics,reconstructed_transfer_convention
1.99,0.004924994346307511,0.14,formula_numerics,reconstructed_transfer_convention
1.995,0.004900459418070444,0.14,formula_numerics,reconstructed_transfer_convention
2.0,0.004876107075330879,0.14,formula_numerics,reconstructed_transfer_convention
2.005,0.004851935513816259,0.14,formula_numerics,reconstructed_transfer_convention
2.0100000000000002,0.0048279429514496135,0.14,formula_numerics,reconstructed_transfer_convention
2.015,0.004804127628023261,0.14,formula_numerics,reconstructed_transfer_convention
2.02,0.0047804878048780496,0.14,formula_numerics,reconstructed_transfer_convention
2.025,0.0047570217645881005,0.14,formula_numerics,reconstructed_transfer_convention
2.0300000000000002,0.004733727810650888,0.14,formula_numerics,reconstructed_transfer_convention
2.035,0.0047106042671825905,0.14,formula_numerics,reconstructed_transfer_convention
2.04,0.004687649478618579,0.14,formula_numerics,reconstructed_transfer_convention
2.045,0.004664861809418976,0.14,formula_numerics,reconstructed_transfer_convention
2.05,0.004642239643779163,0.14,formula_numerics,reconstructed_transfer_convention
2.055,0.004619781385345158,0.14,formula_numerics,reconstructed_transfer_convention
2.06,0.004597485456933759,0.14,formula_numerics,reconstructed_transfer_convention
2.065,0.004575350300257365,0.14,formula_numerics,reconstructed_transfer_convention
2.07,0.0045533743756533875,0.14,formula_numerics,reconstructed_transfer_convention
2.075,0.004531556161818172,0.14,formula_numerics,reconstructed_transfer_convention
2.08,0.00450989415554533,0.14,formula_numerics,reconstructed_transfer_convention
2.085,0.004488386871468402,0.14,formula_numerics,reconstructed_transfer_convention
2.09,0.004467032841807783,0.14,formula_numerics,reconstructed_transfer_convention
2.095,0.004445830616121807,0.14,formula_numerics,reconstructed_transfer_convention
2.1,0.004424778761061947,0.14,formula_numerics,reconstructed_transfer_convention
2.105,0.0044038758601320045,0.14,formula_numerics,reconstructed_transfer_convention
2.11,0.0043831205134512614,0.14,formula_numerics,reconstructed_transfer_convention
2.115,0.004362511337521492,0.14,formula_numerics,reconstructed_transfer_convention
2.12,0.004342046964997785,0.14,formula_numerics,reconstructed_transfer_convention
2.125,0.004321726044463065,0.14,formula_numerics,reconstructed_transfer_convention
2.13,0.0043015472402063,0.14,formula_numerics,reconstructed_transfer_convention
2.1350000000000002,0.004281509232004281,0.14,formula_numerics,reconstructed_transfer_convention
2.14,0.004261610714906941,0.14,formula_numerics,reconstructed_transfer_convention
2.145,0.004241850399026107,0.14,formula_numerics,reconstructed_transfer_convention
2.15,0.004222227009327676,0.14,formula_numerics,reconstructed_transfer_convention
2.1550000000000002,0.0042027392854271095,0.14,formula_numerics,reconstructed_transfer_convention
2.16,0.004183385981388201,0.14,formula_numerics,reconstructed_transfer_convention
2.165,0.004164165865525062,0.14,formula_numerics,reconstructed_transfer_convention
2.17,0.0041450777202072546,0.14,formula_numerics,reconstructed_transfer_convention
2.1750000000000003,0.004126120341668026,0.14,formula_numerics,reconstructed_transfer_convention
2.18,0.004107292539815591,0.14,formula_numerics,reconstructed_transfer_convention
2.185,0.004088593138047384,0.14,formula_numerics,reconstructed_transfer_convention
2.19,0.00407002097306726,0.14,formula_numerics,reconstructed_transfer_convention
2.195,0.004051574894705565,0.14,formula_numerics,reconstructed_transfer_convention
2.2,0.004033253765742036,0.14,formula_numerics,reconstructed_transfer_convention
2.205,0.004015056461731494,0.14,formula_numerics,reconstructed_transfer_convention
2.21,0.003996981870832229,0.14,formula_numerics,reconstructed_transfer_convention
2.215,0.003979028893637108,0.14,formula_numerics,reconstructed_transfer_convention
2.22,0.003961196443007275,0.14,formula_numerics,reconstructed_transfer_convention
2.225,0.003943483443908475,0.14,formula_numerics,reconstructed_transfer_convention
2.23,0.003925888833249876,0.14,formula_numerics,reconstructed_transfer_convention
2.235,0.003908411559725415,0.14,formula_numerics,reconstructed_transfer_convention
2.24,0.0038910505836575876,0.14,formula_numerics,reconstructed_transfer_convention
2.245,0.00387380487684364,0.14,formula_numerics,reconstructed_transfer_convention
2.25,0.0038566734224041253,0.14,formula_numerics,reconstructed_transfer_convention
2.255,0.0038396552146337895,0.14,formula_numerics,reconstructed_transfer_convention
2.2600000000000002,0.0038227492588547357,0.14,formula_numerics,reconstructed_transfer_convention
2.265,0.00380595457127184,0.14,formula_numerics,reconstructed_transfer_convention
2.27,0.003789270178830354,0.14,formula_numerics,reconstructed_transfer_convention
2.275,0.003772695119075691,0.14,formula_numerics,reconstructed_transfer_convention
2.2800000000000002,0.0037562284400153322,0.14,formula_numerics,reconstructed_transfer_convention
2.285,0.0037398691999828283,0.14,formula_numerics,reconstructed_transfer_convention
2.29,0.003723616467503849,0.14,formula_numerics,reconstructed_transfer_convention
2.295,0.0037074693211642594,0.14,formula_numerics,reconstructed_transfer_convention
2.3000000000000003,0.0036914268494801857,0.14,formula_numerics,reconstructed_transfer_convention
2.305,0.0036754881507700234,0.14,formula_numerics,reconstructed_transfer_convention
2.31,0.0036596523330283625,0.14,formula_numerics,reconstructed_transfer_convention
2.315,0.0036439185138018066,0.14,formula_numerics,reconstructed_transfer_convention
2.32,0.0036282858200666433,0.14,formula_numerics,reconstructed_transfer_convention
2.325,0.0036127533881083274,0.14,formula_numerics,reconstructed_transfer_convention
2.33,0.003597320363402771,0.14,formula_numerics,reconstructed_transfer_convention
2.335,0.0035819859004993767,0.14,formula_numerics,reconstructed_transfer_convention
2.34,0.0035667491629058096,0.14,formula_numerics,reconstructed_transfer_convention
2.345,0.003551609322974473,0.14,formula_numerics,reconstructed_transfer_convention
2.35,0.0035365655617906576,0.14,formula_numerics,reconstructed_transfer_convention
2.355,0.0035216170690623256,0.14,formula_numerics,reconstructed_transfer_convention
2.36,0.0035067630430115236,0.14,formula_numerics,reconstructed_transfer_convention
2.365,0.003492002690267379,0.14,formula_numerics,reconstructed_transfer_convention
2.37,0.0034773352257606678,0.14,formula_numerics,reconstructed_transfer_convention
2.375,0.003462759872619906,0.14,formula_numerics,reconstructed_transfer_convention
2.38,0.0034482758620689668,0.14,formula_numerics,reconstructed_transfer_convention
2.3850000000000002,0.0034338824333261797,0.14,formula_numerics,reconstructed_transfer_convention
2.39,0.0034195788335048944,0.14,formula_numerics,reconstructed_transfer_convention
2.395,0.003405364317515475,0.14,formula_numerics,reconstructed_transfer_convention
2.4,0.003391238147968718,0.14,formula_numerics,reconstructed_transfer_convention
2.4050000000000002,0.0033771995950806614,0.14,formula_numerics,reconstructed_transfer_convention
2.41,0.0033632479365787527,0.14,formula_numerics,reconstructed_transfer_convention
2.415,0.0033493824576093785,0.14,formula_numerics,reconstructed_transfer_convention
2.42,0.0033356024506466984,0.14,formula_numerics,reconstructed_transfer_convention
2.4250000000000003,0.0033219072154028017,0.14,formula_numerics,reconstructed_transfer_convention
2.43,0.0033082960587391343,0.14,formula_numerics,reconstructed_transfer_convention
2.435,0.0032947682945791822,0.14,formula_numerics,reconstructed_transfer_convention
2.44,0.003281323243822407,0.14,formula_numerics,reconstructed_transfer_convention
2.445,0.0032679602342593956,0.14,formula_numerics,reconstructed_transfer_convention
2.45,0.0032546786004882017,0.14,formula_numerics,reconstructed_transfer_convention
2.455,0.00324147768383189,0.14,formula_numerics,reconstructed_transfer_convention
2.46,0.003228356832257215,0.14,formula_numerics,reconstructed_transfer_convention
2.465,0.003215315400294465,0.14,formula_numerics,reconstructed_transfer_convention
2.47,0.0032023527489584186,0.14,formula_numerics,reconstructed_transfer_convention
2.475,0.0031894682456704193,0.14,formula_numerics,reconstructed_transfer_convention
2.48,0.003176661264181524,0.14,formula_numerics,reconstructed_transfer_convention
2.485,0.0031639311844967382,0.14,formula_numerics,reconstructed_transfer_convention
2.49,0.003151277392800296,0.14,formula_numerics,reconstructed_transfer_convention
2.495,0.0031386992813819893,0.14,formula_numerics,reconstructed_transfer_convention
2.5,0.0031261962485645027,0.14,formula_numerics,reconstructed_transfer_convention
2.505,0.0031137676986317704,0.14,formula_numerics,reconstructed_transfer_convention
2.5100000000000002,0.0031014130417583116,0.14,formula_numerics,reconstructed_transfer_convention
2.515,0.00308913169393955,0.14,formula_numerics,reconstructed_transfer_convention
2.52,0.003076923076923077,0.14,formula_numerics,reconstructed_transfer_convention
2.525,0.003064786618140879,0.14,formula_numerics,reconstructed_transfer_convention
2.5300000000000002,0.003052721750642473,0.14,formula_numerics,reconstructed_transfer_convention
2.535,0.003040727913028976,0.14,formula_numerics,reconstructed_transfer_convention
2.54,0.003028804549388058,0.14,formula_numerics,reconstructed_transfer_convention
2.545,0.0030169511092297927,0.14,formula_numerics,reconstructed_transfer_convention
2.5500000000000003,0.0030051670474233756,0.14,formula_numerics,reconstructed_transfer_convention
2.555,0.002993451824134705,0.14,formula_numerics,reconstructed_transfer_convention
2.56,0.002981804904764803,0.14,formula_numerics,reconstructed_transfer_convention
2.565,0.0029702257598890718,0.14,formula_numerics,reconstructed_transfer_convention
2.57,0.002958713865197374,0.14,formula_numerics,reconstructed_transfer_convention
2.575,0.002947268701434914,0.14,formula_numerics,reconstructed_transfer_convention
2.58,0.002935889754343919,0.14,formula_numerics,reconstructed_transfer_convention
2.585,0.002924576514606097,0.14,formula_numerics,reconstructed_transfer_convention
2.59,0.0029133284777858714,0.14,formula_numerics,reconstructed_transfer_convention
2.595,0.0029021451442743716,0.14,formula_numerics,reconstructed_transfer_convention
2.6,0.002891026019234174,0.14,formula_numerics,reconstructed_transfer_convention
2.605,0.002879970612544771,0.14,formula_numerics,reconstructed_transfer_convention
2.61,0.002868978438748775,0.14,formula_numerics,reconstructed_transfer_convention
2.615,0.0028580490169988304,0.14,formula_numerics,reconstructed_transfer_convention
2.62,0.0028471818710052305,0.14,formula_numerics,reconstructed_transfer_convention
2.625,0.0028363765289842234,0.14,formula_numerics,reconstructed_transfer_convention
2.63,0.0028256325236070065,0.14,formula_numerics,reconstructed_transfer_convention
2.6350000000000002,0.0028149493919493876,0.14,formula_numerics,reconstructed_transfer_convention
2.64,0.0028043266754421104,0.14,formula_numerics,reconstructed_transfer_convention
2.645,0.0027937639198218267,0.14,formula_numerics,reconstructed_transfer_convention
2.65,0.0027832606750827172,0.14,formula_numerics,reconstructed_transfer_convention
2.6550000000000002,0.0027728164954287427,0.14,formula_numerics,reconstructed_transfer_convention
2.66,0.0027624309392265192,0.14,formula_numerics,reconstructed_transfer_convention
2.665,0.0027521035689587994,0.14,formula_numerics,reconstructed_transfer_convention
2.67,0.0027418339511785694,0.14,formula_numerics,reconstructed_transfer_convention
2.6750000000000003,0.0027316216564637345,0.14,formula_numerics,reconstructed_transfer_convention
2.68,0.002721466259372397,0.14,formula_numerics,reconstructed_transfer_convention
2.685,0.002711367338398703,0.14,formula_numerics,reconstructed_transfer_convention
2.69,0.00270132447592927,0.14,formula_numerics,reconstructed_transfer_convention
2.695,0.002691337258200169,0.14,formula_numerics,reconstructed_transfer_convention
2.7,0.0026814052752544603,0.14,formula_numerics,reconstructed_transfer_convention
2.705,0.0026715281209002783,0.14,formula_numerics,reconstructed_transfer_convention
2.71,0.0026617053926694468,0.14,formula_numerics,reconstructed_transfer_convention
2.715,0.0026519366917766296,0.14,formula_numerics,reconstructed_transfer_convention
2.72,0.0026422216230789974,0.14,formula_numerics,reconstructed_transfer_convention
2.725,0.002632559795036417,0.14,formula_numerics,reconstructed_transfer_convention
2.73,0.002622950819672132,0.14,formula_numerics,reconstructed_transfer_convention
2.735,0.0026133943125339594,0.14,formula_numerics,reconstructed_transfer_convention
2.74,0.002603889892655968,0.14,formula_numerics,reconstructed_transfer_convention
2.745,0.002594437182520641,0.14,formula_numerics,reconstructed_transfer_convention
2.75,0.0025850358080215245,0.14,formula_numerics,reconstructed_transfer_convention
2.755,0.002575685398426335,0.14,formula_numerics,reconstructed_transfer_convention
2.7600000000000002,0.0025663855863405434,0.14,formula_numerics,reconstructed_transfer_convention
2.765,0.002557136007671408,0.14,formula_numerics,reconstructed_transfer_convention
2.77,0.0025479363015924604,0.14,formula_numerics,reconstructed_transfer_convention
2.775,0.002538786110508438,0.14,formula_numerics,reconstructed_transfer_convention
2.7800000000000002,0.00252968508002065,0.14,formula_numerics,reconstructed_transfer_convention
2.785,0.0025206328588927864,0.14,formula_numerics,reconstructed_transfer_convention
2.79,0.002511629099017133,0.14,formula_numerics,reconstructed_transfer_convention
2.795,0.0025026734553812275,0.14,formula_numerics,reconstructed_transfer_convention
2.8000000000000003,0.0024937655860349127,0.14,formula_numerics,reconstructed_transfer_convention
2.805,0.0024849051520578124,0.14,formula_numerics,reconstructed_transfer_convention
2.81,0.0024760918175271932,0.14,formula_numerics,reconstructed_transfer_convention
2.815,0.002467325249486237,0.14,formula_numerics,reconstructed_transfer_convention
2.82,0.0024586051179126952,0.14,formula_numerics,reconstructed_transfer_convention
2.825,0.0024499310956879344,0.14,formula_numerics,reconstructed_transfer_convention
2.83,0.002441302858566358,0.14,formula_numerics,reconstructed_transfer_convention
2.835,0.002432720085145204,0.14,formula_numerics,reconstructed_transfer_convention
2.84,0.0024241824568347115,0.14,formula_numerics,reconstructed_transfer_convention
2.845,0.002415689657828653,0.14,formula_numerics,reconstructed_transfer_convention
2.85,0.002407241375075227,0.14,formula_numerics,reconstructed_transfer_convention
2.855,0.002398837298248298,0.14,formula_numerics,reconstructed_transfer_convention
2.86,0.0023904771197189975,0.14,formula_numerics,reconstructed_transfer_convention
2.865,0.0023821605345276543,0.14,formula_numerics,reconstructed_transfer_convention
2.87,0.002373887240356083,0.14,formula_numerics,reconstructed_transfer_convention
2.875,0.002365656937500189,0.14,formula_numerics,reconstructed_transfer_convention
2.88,0.002357469328842916,0.14,formula_numerics,reconstructed_transfer_convention
2.8850000000000002,0.0023493241198275163,0.14,formula_numerics,reconstructed_transfer_convention
2.89,0.002341221018431143,0.14,formula_numerics,reconstructed_transfer_convention
2.895,0.002333159735138755,0.14,formula_numerics,reconstructed_transfer_convention
2.9,0.0023251399829173395,0.14,formula_numerics,reconstructed_transfer_convention
2.9050000000000002,0.0023171614771904415,0.14,formula_numerics,reconstructed_transfer_convention
2.91,0.0023092239358130004,0.14,formula_numerics,reconstructed_transfer_convention
2.915,0.002301327079046476,0.14,formula_numerics,reconstructed_transfer_convention
2.92,0.0022934706295342855,0.14,formula_numerics,reconstructed_transfer_convention
2.9250000000000003,0.0022856543122775205,0.14,formula_numerics,reconstructed_transfer_convention
2.93,0.00227787785461096,0.14,formula_numerics,reconstructed_transfer_convention
2.935,0.002270140986179359,0.14,formula_numerics,reconstructed_transfer_convention
2.94,0.0022624434389140282,0.14,formula_numerics,reconstructed_transfer_convention
2.945,0.0022547849470096787,0.14,formula_numerics,reconstructed_transfer_convention
2.95,0.0022471652469015493,0.14,formula_numerics,reconstructed_transfer_convention
2.955,0.0022395840772427983,0.14,formula_numerics,reconstructed_transfer_convention
2.96,0.0022320411788821575,0.14,formula_numerics,reconstructed_transfer_convention
2.965,0.0022245362948418567,0.14,formula_numerics,reconstructed_transfer_convention
2.97,0.0022170691702957973,0.14,formula_numerics,reconstructed_transfer_convention
2.975,0.0022096395525479907,0.14,formula_numerics,reconstructed_transfer_convention
2.98,0.002202247191011236,0.14,formula_numerics,reconstructed_transfer_convention
2.985,0.0021948918371860592,0.14,formula_numerics,reconstructed_transfer_convention
2.99,0.0021875732446398873,0.14,formula_numerics,reconstructed_transfer_convention
2.995,0.0021802911689864706,0.14,formula_numerics,reconstructed_transfer_convention
3.0,0.0021730453678655373,0.14,formula_numerics,reconstructed_transfer_convention
3.005,0.0021658356009226906,0.14,formula_numerics,reconstructed_transfer_convention
3.0100000000000002,0.0021586616297895305,0.14,formula_numerics,reconstructed_transfer_convention
3.015,0.0021515232180640137,0.14,formula_numerics,reconstructed_transfer_convention
3.02,0.0021444201312910286,0.14,formula_numerics,reconstructed_transfer_convention
3.025,0.0021373521369432054,0.14,formula_numerics,reconstructed_transfer_convention
3.0300000000000002,0.002130319004401935,0.14,formula_numerics,reconstructed_transfer_convention
3.035,0.0021233205049386162,0.14,formula_numerics,reconstructed_transfer_convention
3.04,0.002116356411696109,0.14,formula_numerics,reconstructed_transfer_convention
3.045,0.002109426499670403,0.14,formula_numerics,reconstructed_transfer_convention
3.0500000000000003,0.0021025305456924943,0.14,formula_numerics,reconstructed_transfer_convention
3.055,0.0020956683284104735,0.14,formula_numerics,reconstructed_transfer_convention
3.06,0.0020888396282718056,0.14,formula_numerics,reconstructed_transfer_convention
3.065,0.002082044227505823,0.14,formula_numerics,reconstructed_transfer_convention
3.0700000000000003,0.0020752819101064117,0.14,formula_numerics,reconstructed_transfer_convention
3.075,0.0020685524618148914,0.14,formula_numerics,reconstructed_transfer_convention
3.08,0.002061855670103093,0.14,formula_numerics,reconstructed_transfer_convention
3.085,0.0020551913241566248,0.14,formula_numerics,reconstructed_transfer_convention
3.09,0.0020485592148583257,0.14,formula_numerics,reconstructed_transfer_convention
3.095,0.0020419591347719075,0.14,formula_numerics,reconstructed_transfer_convention
3.1,0.002035390878125779,0.14,formula_numerics,reconstructed_transfer_convention
3.105,0.0020288542407970503,0.14,formula_numerics,reconstructed_transfer_convention
3.11,0.0020223490202957175,0.14,formula_numerics,reconstructed_transfer_convention
3.115,0.0020158750157490235,0.14,formula_numerics,reconstructed_transfer_convention
3.12,0.002009432027885996,0.14,formula_numerics,reconstructed_transfer_convention
3.125,0.0020030198590221485,0.14,formula_numerics,reconstructed_transfer_convention
3.13,0.0019966383130443645,0.14,formula_numerics,reconstructed_transfer_convention
3.1350000000000002,0.0019902871953959376,0.14,formula_numerics,reconstructed_transfer_convention
3.14,0.0019839663130617868,0.14,formula_numerics,reconstructed_transfer_convention
3.145,0.0019776754745538254,0.14,formula_numerics,reconstructed_transfer_convention
3.15,0.0019714144898965013,0.14,formula_numerics,reconstructed_transfer_convention
3.1550000000000002,0.001965183170612491,0.14,formula_numerics,reconstructed_transfer_convention
3.16,0.001958981329708552,0.14,formula_numerics,reconstructed_transfer_convention
3.165,0.0019528087816615318,0.14,formula_numerics,reconstructed_transfer_convention
3.17,0.0019466653424045298,0.14,formula_numerics,reconstructed_transfer_convention
3.1750000000000003,0.0019405508293132087,0.14,formula_numerics,reconstructed_transfer_convention
3.18,0.0019344650611922624,0.14,formula_numerics,reconstructed_transfer_convention
3.185,0.001928407858262023,0.14,formula_numerics,reconstructed_transfer_convention
3.19,0.0019223790421452184,0.14,formula_numerics,reconstructed_transfer_convention
3.1950000000000003,0.001916378435853876,0.14,formula_numerics,reconstructed_transfer_convention
3.2,0.0019104058637763655,0.14,formula_numerics,reconstructed_transfer_convention
3.205,0.0019044611516645816,0.14,formula_numerics,reconstructed_transfer_convention
3.21,0.00189854412662127,0.14,formula_numerics,reconstructed_transfer_convention
3.215,0.0018926546170874848,0.14,formula_numerics,reconstructed_transfer_convention
3.22,0.0018867924528301887,0.14,formula_numerics,reconstructed_transfer_convention
3.225,0.00188095746492998,0.14,formula_numerics,reconstructed_transfer_convention
3.23,0.0018751494857689552,0.14,formula_numerics,reconstructed_transfer_convention
3.235,0.001869368349018701,0.14,formula_numerics,reconstructed_transfer_convention
3.24,0.0018636138896284183,0.14,formula_numerics,reconstructed_transfer_convention
3.245,0.0018578859438131688,0.14,formula_numerics,reconstructed_transfer_convention
3.25,0.001852184349042251,0.14,formula_numerics,reconstructed_transfer_convention
3.255,0.001846508944027698,0.14,formula_numerics,reconstructed_transfer_convention
3.2600000000000002,0.0018408595687129012,0.14,formula_numerics,reconstructed_transfer_convention
3.265,0.0018352360642613528,0.14,formula_numerics,reconstructed_transfer_convention
3.27,0.0018296382730455083,0.14,formula_numerics,reconstructed_transfer_convention
3.275,0.0018240660386357665,0.14,formula_numerics,reconstructed_transfer_convention
3.2800000000000002,0.0018185192057895716,0.14,formula_numerics,reconstructed_transfer_convention
3.285,0.0018129976204406236,0.14,formula_numerics,reconstructed_transfer_convention
3.29,0.0018075011296882063,0.14,formula_numerics,reconstructed_transfer_convention
3.295,0.0018020295817866299,0.14,formula_numerics,reconstructed_transfer_convention
3.3000000000000003,0.0017965828261347807,0.14,formula_numerics,reconstructed_transfer_convention
3.305,0.0017911607132657839,0.14,formula_numerics,reconstructed_transfer_convention
3.31,0.001785763094836776,0.14,formula_numerics,reconstructed_transfer_convention
3.315,0.0017803898236187787,0.14,formula_numerics,reconstructed_transfer_convention
3.3200000000000003,0.0017750407534866872,0.14,formula_numerics,reconstructed_transfer_convention
3.325,0.0017697157394093574,0.14,formula_numerics,reconstructed_transfer_convention
3.33,0.0017644146374397984,0.14,formula_numerics,reconstructed_transfer_convention
3.335,0.0017591373047054681,0.14,formula_numerics,reconstructed_transfer_convention
3.34,0.0017538835993986689,0.14,formula_numerics,reconstructed_transfer_convention
3.345,0.0017486533807670435,0.14,formula_numerics,reconstructed_transfer_convention
3.35,0.0017434465091041712,0.14,formula_numerics,reconstructed_transfer_convention
3.355,0.0017382628457402588,0.14,formula_numerics,reconstructed_transfer_convention
3.36,0.0017331022530329293,0.14,formula_numerics,reconstructed_transfer_convention
3.365,0.0017279645943581075,0.14,formula_numerics,reconstructed_transfer_convention
3.37,0.0017228497341009977,0.14,formula_numerics,reconstructed_transfer_convention
3.375,0.0017177575376471545,0.14,formula_numerics,reconstructed_transfer_convention
3.38,0.0017126878713736463,0.14,formula_numerics,reconstructed_transfer_convention
3.3850000000000002,0.001707640602640309,0.14,formula_numerics,reconstructed_transfer_convention
3.39,0.0017026155997810926,0.14,formula_numerics,reconstructed_transfer_convention
3.395,0.0016976127320954915,0.14,formula_numerics,reconstructed_transfer_convention
3.4,0.0016926318698400641,0.14,formula_numerics,reconstructed_transfer_convention
3.4050000000000002,0.0016876728842200436,0.14,formula_numerics,reconstructed_transfer_convention
3.41,0.0016827356473810284,0.14,formula_numerics,reconstructed_transfer_convention
3.415,0.0016778200324007592,0.14,formula_numerics,reconstructed_transfer_convention
3.42,0.0016729259132809834,0.14,formula_numerics,reconstructed_transfer_convention
3.4250000000000003,0.0016680531649393947,0.14,formula_numerics,reconstructed_transfer_convention
3.43,0.0016632016632016633,0.14,formula_numerics,reconstructed_transfer_convention
3.435,0.0016583712847935393,0.14,formula_numerics,reconstructed_transfer_convention
3.44,0.001653561907333041,0.14,formula_numerics,reconstructed_transfer_convention
3.4450000000000003,0.0016487734093227201,0.14,formula_numerics,reconstructed_transfer_convention
3.45,0.0016440056701420053,0.14,formula_numerics,reconstructed_transfer_convention
3.455,0.0016392585700396227,0.14,formula_numerics,reconstructed_transfer_convention
3.46,0.001634531990126093,0.14,formula_numerics,reconstructed_transfer_convention
3.465,0.001629825812366304,0.14,formula_numerics,reconstructed_transfer_convention
3.47,0.0016251399195721572,0.14,formula_numerics,reconstructed_transfer_convention
3.475,0.0016204741953952907,0.14,formula_numerics,reconstructed_transfer_convention
3.48,0.0016158285243198687,0.14,formula_numerics,reconstructed_transfer_convention
3.485,0.00161120279165545,0.14,formula_numerics,reconstructed_transfer_convention
3.49,0.001606596883529923,0.14,formula_numerics,reconstructed_transfer_convention
3.495,0.0016020106868825162,0.14,formula_numerics,reconstructed_transfer_convention
3.5,0.0015974440894568696,0.14,formula_numerics,reconstructed_transfer_convention
3.505,0.0015928969797941838,0.14,formula_numerics,reconstructed_transfer_convention
3.5100000000000002,0.0015883692472264319,0.14,formula_numerics,reconstructed_transfer_convention
3.515,0.0015838607818696431,0.14,formula_numerics,reconstructed_transfer_convention
3.52,0.0015793714746172441,0.14,formula_numerics,reconstructed_transfer_convention
3.525,0.001574901217133479,0.14,formula_numerics,reconstructed_transfer_convention
3.5300000000000002,0.001570449901846881,0.14,formula_numerics,reconstructed_transfer_convention
3.535,0.0015660174219438191,0.14,formula_numerics,reconstructed_transfer_convention
3.54,0.001561603671362101,0.14,formula_numerics,reconstructed_transfer_convention
3.545,0.0015572085447846428,0.14,formula_numerics,reconstructed_transfer_convention
3.5500000000000003,0.0015528319376331987,0.14,formula_numerics,reconstructed_transfer_convention
3.555,0.0015484737460621564,0.14,formula_numerics,reconstructed_transfer_convention
3.56,0.001544133866952384,0.14,formula_numerics,reconstructed_transfer_convention
3.565,0.0015398121979051486,0.14,formula_numerics,reconstructed_transfer_convention
3.5700000000000003,0.0015355086372360845,0.14,formula_numerics,reconstructed_transfer_convention
3.575,0.0015312230839692271,0.14,formula_numerics,reconstructed_transfer_convention
3.58,0.0015269554378311003,0.14,formula_numerics,reconstructed_transfer_convention
3.585,0.0015227055992448628,0.14,formula_numerics,reconstructed_transfer_convention
3.59,0.0015184734693245122,0.14,formula_numerics,reconstructed_transfer_convention
3.595,0.0015142589498691442,0.14,formula_numerics,reconstructed_transfer_convention
3.6,0.0015100619433572686,0.14,formula_numerics,reconstructed_transfer_convention
3.605,0.001505882352941177,0.14,formula_numerics,reconstructed_transfer_convention
3.61,0.0015017200824413684,0.14,formula_numerics,reconstructed_transfer_convention
3.615,0.0014975750363410273,0.14,formula_numerics,reconstructed_transfer_convention
3.62,0.001493447119780555,0.14,formula_numerics,reconstructed_transfer_convention
3.625,0.0014893362385521528,0.14,formula_numerics,reconstructed_transfer_convention
3.63,0.0014852422990944572,0.14,formula_numerics,reconstructed_transfer_convention
3.6350000000000002,0.0014811652084872281,0.14,formula_numerics,reconstructed_transfer_convention
3.64,0.0014771048744460858,0.14,formula_numerics,reconstructed_transfer_convention
3.645,0.0014730612053173002,0.14,formula_numerics,reconstructed_transfer_convention
3.65,0.0014690341100726276,0.14,formula_numerics,reconstructed_transfer_convention
3.6550000000000002,0.001465023498304198,0.14,formula_numerics,reconstructed_transfer_convention
3.66,0.0014610292802194524,0.14,formula_numerics,reconstructed_transfer_convention
3.665,0.0014570513666361258,0.14,formula_numerics,reconstructed_transfer_convention
3.67,0.001453089668977277,0.14,formula_numerics,reconstructed_transfer_convention
